latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
8.46846,-80.5814,334.2,0.48,0.4,2020-01-03,1854,1,VIIRS,n,2.0NRT,300.5,2,D
8.63789,-80.05302,303.2,0.45,0.63,2020-01-04,0730,1,VIIRS,n,2.0NRT,288.7,0.8,N
8.37371,-80.43045,331.3,0.4,0.37,2020-01-04,1836,1,VIIRS,n,2.0NRT,303.1,2.4,D
8.38561,-80.66351,341,0.4,0.37,2020-01-04,1836,1,VIIRS,n,2.0NRT,302.4,3.7,D
8.44208,-81.8072,334.7,0.44,0.38,2020-01-04,1836,1,VIIRS,n,2.0NRT,303.3,5.9,D
8.38898,-80.66396,334,0.4,0.37,2020-01-04,1836,1,VIIRS,n,2.0NRT,299.1,3.7,D
8.38148,-80.66419,304.1,0.39,0.44,2020-01-05,0712,1,VIIRS,n,2.0NRT,291.9,0.8,N
8.38283,-80.6637,303.2,0.39,0.44,2020-01-05,0712,1,VIIRS,n,2.0NRT,291.7,0.3,N
8.38345,-80.66725,311.5,0.39,0.44,2020-01-05,0712,1,VIIRS,n,2.0NRT,292.4,1.3,N
8.48543,-81.38413,304.6,0.53,0.42,2020-01-05,0712,1,VIIRS,n,2.0NRT,291.4,1.9,N
8.48928,-81.38364,322.4,0.53,0.42,2020-01-05,0712,1,VIIRS,n,2.0NRT,292.3,1.9,N
8.38208,-80.6678,311,0.39,0.44,2020-01-05,0712,1,VIIRS,n,2.0NRT,292.1,1.6,N
8.43853,-81.50153,329.8,0.39,0.36,2020-01-06,0648,1,VIIRS,n,2.0NRT,292,1.8,N
8.44022,-81.49068,308.5,0.39,0.36,2020-01-06,0648,1,VIIRS,n,2.0NRT,292.7,0.6,N
8.44076,-81.49411,306.9,0.39,0.36,2020-01-06,0648,1,VIIRS,n,2.0NRT,292.1,0.6,N
8.43692,-81.4912,304.2,0.39,0.36,2020-01-06,0648,1,VIIRS,n,2.0NRT,292.4,0.6,N
8.4413,-81.49755,315.6,0.39,0.36,2020-01-06,0648,1,VIIRS,n,2.0NRT,292,1,N
8.20056,-80.59518,308.4,0.39,0.36,2020-01-06,0648,1,VIIRS,n,2.0NRT,289.5,0.9,N
8.1978,-80.59917,301.2,0.39,0.36,2020-01-06,0648,1,VIIRS,n,2.0NRT,289.2,0.5,N
8.43799,-81.49808,317.7,0.39,0.36,2020-01-06,0648,1,VIIRS,n,2.0NRT,292.5,1.8,N
8.73445,-82.87,326.8,0.69,0.74,2020-01-06,1754,1,VIIRS,n,2.0NRT,288.9,2.9,D
8.40248,-80.92736,330.8,0.51,0.66,2020-01-06,1754,1,VIIRS,n,2.0NRT,289.7,2.3,D
8.7301,-82.86945,327.8,0.69,0.74,2020-01-06,1754,1,VIIRS,n,2.0NRT,289.4,3.2,D
9.08566,-79.39604,307.4,0.47,0.4,2020-01-07,0630,1,VIIRS,n,2.0NRT,292.9,0.5,N
8.4537,-80.55264,343.2,0.41,0.6,2020-01-07,1918,1,VIIRS,n,2.0NRT,299.7,4.4,D
8.45444,-80.5529,343.9,0.41,0.6,2020-01-07,1918,1,VIIRS,n,2.0NRT,299.7,4,D
8.31586,-80.53767,329,0.41,0.6,2020-01-07,1918,1,VIIRS,n,2.0NRT,296.4,3.9,D
7.98147,-80.40595,330.7,0.39,0.44,2020-01-08,1900,1,VIIRS,n,2.0NRT,298.9,8.4,D
7.98196,-80.40238,340.8,0.39,0.44,2020-01-08,1900,1,VIIRS,n,2.0NRT,297.2,8.4,D
7.85014,-81.40228,332.6,0.51,0.41,2020-01-08,1900,1,VIIRS,n,2.0NRT,299.3,3.6,D
8.20759,-80.62619,337.4,0.38,0.43,2020-01-08,1900,1,VIIRS,n,2.0NRT,301.4,3.6,D
8.24035,-81.26865,334.9,0.53,0.42,2020-01-08,1900,1,VIIRS,n,2.0NRT,297.1,3.6,D
8.19537,-81.63476,336.9,0.5,0.41,2020-01-08,1900,1,VIIRS,n,2.0NRT,297.5,3.4,D
9.13161,-79.17537,331.5,0.49,0.49,2020-01-08,1900,1,VIIRS,n,2.0NRT,297.5,3.5,D
7.98421,-80.41139,312.4,0.74,0.76,2020-01-09,0554,1,VIIRS,n,2.0NRT,290.8,2.9,N
7.9813,-80.40675,306.1,0.74,0.76,2020-01-09,0554,1,VIIRS,n,2.0NRT,291.1,3.7,N
7.98135,-80.40947,305.5,0.56,0.69,2020-01-09,0736,1,VIIRS,n,2.0NRT,291.3,1.2,N
8.40195,-80.89918,301.9,0.51,0.66,2020-01-09,0736,1,VIIRS,n,2.0NRT,291,0.4,N
8.40073,-80.90154,301.8,0.51,0.66,2020-01-09,0736,1,VIIRS,n,2.0NRT,290.6,0.6,N
8.37829,-82.42957,308.1,0.4,0.6,2020-01-09,0736,1,VIIRS,n,2.0NRT,292.1,1.1,N
8.37763,-82.42599,311.4,0.4,0.6,2020-01-09,0736,1,VIIRS,n,2.0NRT,292.1,1.1,N
7.98536,-80.40818,313.3,0.56,0.69,2020-01-09,0736,1,VIIRS,n,2.0NRT,291.5,2.1,N
7.98042,-80.40444,305.3,0.56,0.69,2020-01-09,0736,1,VIIRS,n,2.0NRT,291.8,1.2,N
8.26405,-80.90324,330.4,0.38,0.36,2020-01-09,1842,1,VIIRS,n,2.0NRT,302.4,3.3,D
8.46387,-82.05819,333,0.4,0.37,2020-01-09,1842,1,VIIRS,n,2.0NRT,297.9,3.6,D
8.45012,-82.40408,337.7,0.4,0.37,2020-01-09,1842,1,VIIRS,n,2.0NRT,303.5,5.2,D
9.16975,-79.63531,334.3,0.4,0.37,2020-01-09,1842,1,VIIRS,n,2.0NRT,297.3,5.6,D
8.01005,-80.60718,330.9,0.38,0.36,2020-01-09,1842,1,VIIRS,n,2.0NRT,302.4,1.7,D
8.35407,-78.0481,339,0.42,0.37,2020-01-10,1818,1,VIIRS,n,2.0NRT,297.6,23.9,D
8.35347,-78.05193,341.4,0.42,0.37,2020-01-10,1818,1,VIIRS,n,2.0NRT,302.2,23.9,D
8.35064,-78.04758,343.7,0.42,0.37,2020-01-10,1818,1,VIIRS,n,2.0NRT,303.2,23.9,D
8.4996,-80.12996,332.1,0.52,0.41,2020-01-10,1824,1,VIIRS,n,2.0NRT,300.2,2.1,D
8.50338,-80.13051,330.7,0.52,0.41,2020-01-10,1824,1,VIIRS,n,2.0NRT,300.7,2.1,D
8.50352,-80.12793,337,0.52,0.41,2020-01-10,1824,1,VIIRS,n,2.0NRT,301.2,7,D
8.35717,-80.62034,305.8,0.41,0.37,2020-01-11,0700,1,VIIRS,n,2.0NRT,294.7,0.9,N
8.30838,-80.49335,329.7,0.42,0.38,2020-01-11,0700,1,VIIRS,n,2.0NRT,295.4,6.3,N
8.30776,-80.48958,330.1,0.42,0.38,2020-01-11,0700,1,VIIRS,n,2.0NRT,297.9,6.7,N
8.38844,-81.19713,307.4,0.4,0.37,2020-01-11,0700,1,VIIRS,n,2.0NRT,293.6,0.5,N
8.18145,-80.59807,305.6,0.42,0.37,2020-01-11,0700,1,VIIRS,n,2.0NRT,293.9,1,N
8.18149,-80.59753,307.3,0.42,0.37,2020-01-11,0700,1,VIIRS,n,2.0NRT,293.6,1,N
8.39735,-82.91895,304.3,0.38,0.36,2020-01-11,0700,1,VIIRS,n,2.0NRT,293.4,0.3,N
8.39352,-80.67208,314.3,0.41,0.37,2020-01-11,0700,1,VIIRS,n,2.0NRT,293.8,1.4,N
8.28058,-81.12299,367,0.41,0.61,2020-01-11,1800,1,VIIRS,h,2.0NRT,294.8,23.1,D
8.27989,-81.12683,344,0.41,0.61,2020-01-11,1800,1,VIIRS,n,2.0NRT,299,23.1,D
8.23158,-81.14096,345.5,0.42,0.61,2020-01-11,1800,1,VIIRS,n,2.0NRT,294.2,5.1,D
8.31346,-82.76468,313.5,0.39,0.44,2020-01-12,0636,1,VIIRS,n,2.0NRT,293.2,1.8,N
9.16862,-79.53706,304.3,0.41,0.37,2020-01-12,0636,1,VIIRS,n,2.0NRT,293.6,0.4,N
8.31003,-80.55328,340.1,0.52,0.67,2020-01-12,1924,1,VIIRS,n,2.0NRT,295,5.5,D
8.71107,-80.05373,333.3,0.57,0.69,2020-01-12,1924,1,VIIRS,n,2.0NRT,290.6,4.9,D
7.96523,-81.29765,336.7,0.46,0.63,2020-01-12,1924,1,VIIRS,n,2.0NRT,295.3,7.6,D
8.68747,-82.45145,324.5,0.39,0.59,2020-01-13,0618,1,VIIRS,n,2.0NRT,294,1.9,N
8.68209,-82.45261,326.1,0.39,0.59,2020-01-13,0618,1,VIIRS,n,2.0NRT,293.5,1.9,N
8.40986,-81.25418,305.1,0.64,0.54,2020-01-13,0618,1,VIIRS,n,2.0NRT,291.8,0.9,N
8.68349,-82.45287,339.3,0.39,0.59,2020-01-13,0618,1,VIIRS,n,2.0NRT,294.3,3.5,N
8.35528,-80.16373,339.4,0.52,0.5,2020-01-13,1906,1,VIIRS,n,2.0NRT,297.2,3.9,D
8.35987,-80.16438,335,0.52,0.5,2020-01-13,1906,1,VIIRS,n,2.0NRT,297.8,4.2,D
8.12088,-81.10964,334.7,0.45,0.47,2020-01-13,1906,1,VIIRS,n,2.0NRT,299.1,2.3,D
8.33271,-80.53933,304.9,0.69,0.75,2020-01-14,0742,1,VIIRS,n,2.0NRT,290.7,1.7,N
8.33007,-80.53392,303.9,0.7,0.75,2020-01-14,0742,1,VIIRS,n,2.0NRT,290.7,1.4,N
8.37754,-80.89371,299.4,0.66,0.73,2020-01-14,0742,1,VIIRS,n,2.0NRT,287.9,2,N
8.21522,-81.13746,333.5,0.4,0.37,2020-01-14,1848,1,VIIRS,l,2.0NRT,303.8,1.1,D
8.24611,-80.5104,336.6,0.41,0.37,2020-01-14,1848,1,VIIRS,n,2.0NRT,304.8,4.3,D
8.21856,-81.13797,334.9,0.4,0.37,2020-01-14,1848,1,VIIRS,l,2.0NRT,305.2,4.3,D
8.36355,-80.21316,339.2,0.42,0.38,2020-01-14,1848,1,VIIRS,n,2.0NRT,302,2.6,D
8.37138,-80.32281,335.2,0.42,0.37,2020-01-14,1848,1,VIIRS,n,2.0NRT,301.6,2.7,D
8.4906,-80.3217,334.5,0.42,0.38,2020-01-14,1848,1,VIIRS,n,2.0NRT,303,4.1,D
8.49404,-80.3222,344.3,0.42,0.38,2020-01-14,1848,1,VIIRS,n,2.0NRT,304.1,8.6,D
8.40234,-80.53425,303.4,0.33,0.55,2020-01-15,0724,1,VIIRS,n,2.0NRT,291.8,0.4,N
8.32315,-81.09591,308.4,0.6,0.53,2020-01-15,0724,1,VIIRS,n,2.0NRT,292.6,1.6,N
8.32403,-81.10083,305.7,0.6,0.53,2020-01-15,0724,1,VIIRS,n,2.0NRT,292.7,1.7,N
7.78128,-80.70309,338.7,0.47,0.39,2020-01-15,1830,1,VIIRS,n,2.0NRT,299.8,7.9,D
8.01991,-80.50037,341.5,0.45,0.39,2020-01-15,1830,1,VIIRS,n,2.0NRT,305.6,4.9,D
8.36029,-80.47829,341.5,0.45,0.39,2020-01-15,1830,1,VIIRS,n,2.0NRT,308,21.5,D
8.35965,-80.48234,334.9,0.45,0.39,2020-01-15,1830,1,VIIRS,n,2.0NRT,301.7,21.5,D
8.61351,-79.76424,332.2,0.42,0.38,2020-01-15,1830,1,VIIRS,n,2.0NRT,299.9,3.2,D
8.27935,-81.90224,333.1,0.53,0.42,2020-01-15,1830,1,VIIRS,n,2.0NRT,299.3,11.6,D
8.28193,-81.9014,335.1,0.53,0.42,2020-01-15,1830,1,VIIRS,n,2.0NRT,299.6,10.5,D
8.36383,-80.47887,348.9,0.45,0.39,2020-01-15,1830,1,VIIRS,n,2.0NRT,303.6,13.9,D
7.64654,-80.36651,331.3,0.45,0.39,2020-01-15,1830,1,VIIRS,n,2.0NRT,298.9,3.4,D
8.09528,-77.59368,335.7,0.38,0.36,2020-01-15,1830,1,VIIRS,n,2.0NRT,297.7,5.8,D
8.11362,-80.67715,303.5,0.48,0.4,2020-01-16,0706,1,VIIRS,n,2.0NRT,291.8,0.7,N
8.19247,-80.56623,341.4,0.59,0.53,2020-01-16,1806,1,VIIRS,n,2.0NRT,298.1,8.3,D
8.19358,-80.56409,340.5,0.59,0.53,2020-01-16,1806,1,VIIRS,n,2.0NRT,297.2,9.2,D
7.80417,-81.39898,367,0.34,0.56,2020-01-16,1806,1,VIIRS,h,2.0NRT,295.6,8,D
8.40337,-80.53448,345.7,0.67,0.74,2020-01-17,1930,1,VIIRS,n,2.0NRT,292.9,7.7,D
8.40473,-80.53758,338.2,0.67,0.74,2020-01-17,1930,1,VIIRS,n,2.0NRT,293,6.3,D
8.28322,-80.52082,307.7,0.44,0.46,2020-01-18,0624,1,VIIRS,n,2.0NRT,293.3,0.7,N
8.28372,-80.51952,307.1,0.44,0.46,2020-01-18,0624,1,VIIRS,n,2.0NRT,292.9,0.8,N
8.1508,-80.58749,318,0.44,0.46,2020-01-18,0624,1,VIIRS,n,2.0NRT,293,1.6,N
8.15022,-80.58347,306,0.44,0.46,2020-01-18,0624,1,VIIRS,n,2.0NRT,292.9,1.1,N
8.15022,-80.58347,306,0.44,0.46,2020-01-18,0624,1,VIIRS,n,2.0NRT,292.9,1.1,N
8.1508,-80.58749,318,0.44,0.46,2020-01-18,0624,1,VIIRS,n,2.0NRT,293,1.6,N
8.36576,-80.43159,307.8,0.44,0.46,2020-01-18,0624,1,VIIRS,n,2.0NRT,292.7,0.5,N
8.36576,-80.43159,307.8,0.44,0.46,2020-01-18,0624,1,VIIRS,n,2.0NRT,292.7,0.5,N
8.28322,-80.52082,307.7,0.44,0.46,2020-01-18,0624,1,VIIRS,n,2.0NRT,293.3,0.7,N
8.28372,-80.51952,307.1,0.44,0.46,2020-01-18,0624,1,VIIRS,n,2.0NRT,292.9,0.8,N
8.07621,-80.89076,335.8,0.59,0.53,2020-01-18,1912,1,VIIRS,n,2.0NRT,297,8,D
8.07521,-80.88705,336.2,0.6,0.53,2020-01-18,1912,1,VIIRS,n,2.0NRT,297.4,5.5,D
8.4938,-80.3375,330,0.33,0.55,2020-01-18,1912,1,VIIRS,n,2.0NRT,296.6,2.4,D
8.49888,-80.33822,337.7,0.33,0.55,2020-01-18,1912,1,VIIRS,n,2.0NRT,297.5,3.2,D
7.83843,-80.31765,343.3,0.32,0.55,2020-01-18,1912,1,VIIRS,n,2.0NRT,296.3,3,D
7.83945,-80.31533,335.2,0.32,0.55,2020-01-18,1912,1,VIIRS,n,2.0NRT,295.1,3.2,D
7.43098,-80.11937,339.6,0.33,0.55,2020-01-18,1912,1,VIIRS,n,2.0NRT,294.7,3.2,D
7.43137,-80.11639,335.7,0.33,0.55,2020-01-18,1912,1,VIIRS,n,2.0NRT,294.2,3,D
7.43137,-80.11639,335.7,0.33,0.55,2020-01-18,1912,1,VIIRS,n,2.0NRT,294.2,3,D
7.43098,-80.11937,339.6,0.33,0.55,2020-01-18,1912,1,VIIRS,n,2.0NRT,294.7,3.2,D
7.83945,-80.31533,335.2,0.32,0.55,2020-01-18,1912,1,VIIRS,n,2.0NRT,295.1,3.2,D
7.83905,-80.31826,343.3,0.32,0.55,2020-01-18,1912,1,VIIRS,n,2.0NRT,296.2,3.3,D
7.83843,-80.31765,343.3,0.32,0.55,2020-01-18,1912,1,VIIRS,n,2.0NRT,296.3,3,D
7.84348,-80.31828,343.5,0.32,0.55,2020-01-18,1912,1,VIIRS,n,2.0NRT,295.9,3,D
7.84348,-80.31828,343.5,0.32,0.55,2020-01-18,1912,1,VIIRS,n,2.0NRT,295.9,3,D
8.07621,-80.89076,335.8,0.59,0.53,2020-01-18,1912,1,VIIRS,n,2.0NRT,297,8,D
8.07521,-80.88705,336.2,0.6,0.53,2020-01-18,1912,1,VIIRS,n,2.0NRT,297.4,5.5,D
8.4938,-80.3375,330,0.33,0.55,2020-01-18,1912,1,VIIRS,n,2.0NRT,296.6,2.4,D
8.49888,-80.33822,337.7,0.33,0.55,2020-01-18,1912,1,VIIRS,n,2.0NRT,297.5,3.2,D
7.83905,-80.31826,343.3,0.32,0.55,2020-01-18,1912,1,VIIRS,n,2.0NRT,296.2,3.3,D
8.33945,-80.4445,304.2,0.46,0.64,2020-01-19,0606,1,VIIRS,n,2.0NRT,290,2.4,N
8.33281,-80.44405,338,0.46,0.64,2020-01-19,0606,1,VIIRS,n,2.0NRT,290,3.2,N
8.33362,-80.44541,334.6,0.46,0.64,2020-01-19,0606,1,VIIRS,n,2.0NRT,289.9,2.4,N
8.33306,-80.44124,310.8,0.46,0.63,2020-01-19,0606,1,VIIRS,n,2.0NRT,290,3.9,N
8.33865,-80.44312,325.1,0.46,0.64,2020-01-19,0606,1,VIIRS,n,2.0NRT,290.1,3.2,N
8.604,-79.75397,339.7,0.4,0.44,2020-01-21,1812,1,VIIRS,n,2.0NRT,296.5,3,D
8.94034,-79.74025,329.1,0.4,0.44,2020-01-21,1818,1,VIIRS,n,2.0NRT,295.1,4.1,D
8.64733,-79.86983,339.6,0.41,0.45,2020-01-21,1818,1,VIIRS,n,2.0NRT,295.1,4.4,D
9.16806,-79.53653,302.7,0.48,0.4,2020-01-23,0630,1,VIIRS,n,2.0NRT,288.9,1.1,N
9.16863,-79.5395,303,0.48,0.4,2020-01-23,0630,1,VIIRS,n,2.0NRT,289.2,0.8,N
9.05634,-79.56289,302.6,0.48,0.4,2020-01-23,0630,1,VIIRS,n,2.0NRT,289.2,0.6,N
7.77855,-80.9718,340.1,0.54,0.42,2020-01-24,1900,1,VIIRS,n,2.0NRT,288.9,7.7,D
9.12343,-79.33034,334.8,0.48,0.48,2020-01-24,1900,1,VIIRS,n,2.0NRT,285.4,3.3,D
7.84067,-80.3204,330.7,0.39,0.36,2020-01-25,1842,1,VIIRS,n,2.0NRT,298.7,0.5,D
7.40731,-80.35804,348,0.38,0.36,2020-01-25,1842,1,VIIRS,n,2.0NRT,299.6,7,D
8.4304,-82.88264,346.9,0.42,0.37,2020-01-25,1842,1,VIIRS,n,2.0NRT,299.2,21.1,D
8.0163,-80.68488,339.6,0.38,0.36,2020-01-25,1842,1,VIIRS,n,2.0NRT,298.7,6.5,D
9.13092,-79.15249,341.2,0.41,0.37,2020-01-25,1842,1,VIIRS,n,2.0NRT,300,7.3,D
9.08609,-79.31557,332.9,0.41,0.37,2020-01-25,1842,1,VIIRS,l,2.0NRT,302.9,1.9,D
8.35716,-80.58672,335.3,0.38,0.36,2020-01-25,1842,1,VIIRS,n,2.0NRT,301.4,2.5,D
8.24892,-80.56554,338.4,0.55,0.43,2020-01-26,1824,1,VIIRS,n,2.0NRT,303.5,5.1,D
8.03717,-80.68143,333.5,0.56,0.43,2020-01-26,1824,1,VIIRS,n,2.0NRT,297,3.9,D
7.53027,-80.78094,332.7,0.39,0.44,2020-01-26,1824,1,VIIRS,n,2.0NRT,298,4.6,D
9.18411,-79.547,331.4,0.47,0.4,2020-01-26,1824,1,VIIRS,n,2.0NRT,299.7,2.3,D
8.24812,-80.57047,335.5,0.55,0.43,2020-01-26,1824,1,VIIRS,n,2.0NRT,303.2,5.1,D
8.46731,-81.50964,299.9,0.39,0.36,2020-01-27,0700,1,VIIRS,n,2.0NRT,289.6,0.4,N
8.66963,-78.15005,339,0.51,0.49,2020-01-27,1800,1,VIIRS,n,2.0NRT,295.4,5.4,D
8.66839,-78.14671,333.6,0.51,0.49,2020-01-27,1800,1,VIIRS,n,2.0NRT,295.3,4.8,D
8.12466,-80.63586,318.8,0.69,0.74,2020-01-30,0742,1,VIIRS,n,2.0NRT,288.7,4.6,N
8.54603,-79.9361,340.3,0.43,0.38,2020-01-30,1848,1,VIIRS,n,2.0NRT,308.9,4,D
8.31565,-80.28694,333.8,0.42,0.38,2020-01-30,1848,1,VIIRS,l,2.0NRT,308.2,12,D
8.29986,-81.32285,334.7,0.39,0.36,2020-01-30,1848,1,VIIRS,n,2.0NRT,302.3,3.1,D
9.18603,-79.58011,331,0.46,0.39,2020-01-30,1848,1,VIIRS,n,2.0NRT,301.9,2.6,D
8.92065,-80.29091,332.7,0.42,0.38,2020-01-30,1848,1,VIIRS,n,2.0NRT,301.7,2.8,D
8.81144,-80.41518,332.7,0.42,0.38,2020-01-30,1848,1,VIIRS,n,2.0NRT,300.6,2.6,D
8.8203,-80.18666,332,0.43,0.38,2020-01-30,1848,1,VIIRS,n,2.0NRT,301.5,2.7,D
8.72437,-80.48321,333.5,0.42,0.37,2020-01-30,1848,1,VIIRS,n,2.0NRT,301.6,4,D
8.48006,-80.14457,337.7,0.42,0.38,2020-01-30,1848,1,VIIRS,n,2.0NRT,307,5.5,D
8.53554,-79.93453,344.3,0.43,0.38,2020-01-30,1848,1,VIIRS,n,2.0NRT,305.4,9.2,D
8.53903,-79.93507,352.8,0.43,0.38,2020-01-30,1848,1,VIIRS,n,2.0NRT,311.7,15,D
8.54253,-79.93559,345.2,0.43,0.38,2020-01-30,1848,1,VIIRS,n,2.0NRT,310.7,15,D
8.54195,-79.93951,331.1,0.43,0.38,2020-01-30,1848,1,VIIRS,n,2.0NRT,305.9,5.9,D
8.69694,-79.74332,333.8,0.44,0.39,2020-01-30,1848,1,VIIRS,n,2.0NRT,303.1,2.8,D
8.48061,-80.14075,338.5,0.43,0.38,2020-01-30,1848,1,VIIRS,n,2.0NRT,306.1,4.8,D
7.74734,-80.91224,339.4,0.4,0.37,2020-01-30,1848,1,VIIRS,n,2.0NRT,302.1,3.6,D
8.24697,-80.51775,333.8,0.41,0.37,2020-01-30,1848,1,VIIRS,l,2.0NRT,306.5,2.6,D
8.24642,-80.52145,336.4,0.41,0.37,2020-01-30,1848,1,VIIRS,l,2.0NRT,308.1,2.6,D
8.31681,-80.2831,336.1,0.42,0.38,2020-01-30,1848,1,VIIRS,l,2.0NRT,306.1,10,D
8.31625,-80.28687,336.1,0.42,0.38,2020-01-30,1848,1,VIIRS,l,2.0NRT,307.9,10,D
8.3162,-80.28316,335.4,0.42,0.38,2020-01-30,1848,1,VIIRS,l,2.0NRT,305.8,12,D
8.39552,-80.45994,311.8,0.33,0.55,2020-01-31,0724,1,VIIRS,n,2.0NRT,294.1,0.8,N
8.50092,-81.41644,325.4,0.57,0.52,2020-01-31,0724,1,VIIRS,n,2.0NRT,293.6,3.7,N
8.50165,-81.41409,303.9,0.57,0.52,2020-01-31,0724,1,VIIRS,n,2.0NRT,293,2.5,N
8.5027,-81.4199,324.2,0.57,0.52,2020-01-31,0724,1,VIIRS,n,2.0NRT,293.8,2.5,N
8.62211,-79.7395,310.9,0.37,0.58,2020-01-31,0724,1,VIIRS,n,2.0NRT,292.9,1.5,N
8.62149,-79.73621,319.7,0.37,0.58,2020-01-31,0724,1,VIIRS,n,2.0NRT,292.9,1.5,N
8.61621,-79.73714,313.1,0.37,0.58,2020-01-31,0724,1,VIIRS,n,2.0NRT,292.7,1.5,N
8.61728,-79.73724,339.9,0.37,0.58,2020-01-31,0724,1,VIIRS,n,2.0NRT,293.2,4.5,N
9.13039,-79.21672,332.5,0.4,0.37,2020-01-31,1830,1,VIIRS,n,2.0NRT,300.6,3,D
8.318,-81.22334,333.3,0.49,0.4,2020-01-31,1830,1,VIIRS,n,2.0NRT,302.4,2,D
8.5513,-79.88871,351.7,0.42,0.38,2020-01-31,1830,1,VIIRS,n,2.0NRT,302.7,12.2,D
8.60372,-80.45583,344.9,0.44,0.39,2020-01-31,1830,1,VIIRS,n,2.0NRT,300.7,7.4,D
8.60308,-80.45982,332,0.44,0.39,2020-01-31,1830,1,VIIRS,n,2.0NRT,298.9,7.4,D
9.05191,-79.11185,333.6,0.4,0.37,2020-01-31,1830,1,VIIRS,n,2.0NRT,296.8,2.5,D
9.08768,-79.27995,341,0.4,0.37,2020-01-31,1830,1,VIIRS,n,2.0NRT,299.7,3.3,D
8.03435,-80.6703,335.7,0.6,0.53,2020-02-01,1806,1,VIIRS,n,2.0NRT,294.4,8.3,D
9.07184,-79.52447,340,0.49,0.48,2020-02-01,1806,1,VIIRS,n,2.0NRT,294.9,7.5,D
9.07112,-79.52872,340.7,0.49,0.48,2020-02-01,1806,1,VIIRS,n,2.0NRT,295.2,7.2,D
8.03115,-80.66817,343.1,0.6,0.53,2020-02-01,1806,1,VIIRS,n,2.0NRT,295.4,14.1,D
7.83986,-80.89011,347,0.63,0.54,2020-02-01,1806,1,VIIRS,n,2.0NRT,293.5,26.2,D
8.40766,-81.27364,305.3,0.41,0.37,2020-02-02,0642,1,VIIRS,n,2.0NRT,290.2,0.7,N
8.33498,-82.50631,304,0.46,0.39,2020-02-02,0648,1,VIIRS,n,2.0NRT,286.9,0.4,N
8.19782,-80.68711,326,0.64,0.72,2020-02-02,1748,1,VIIRS,n,2.0NRT,284.5,2.6,D
8.43946,-80.4201,332.7,0.44,0.46,2020-02-03,0624,1,VIIRS,n,2.0NRT,293.8,4.4,N
8.44369,-80.41947,336.1,0.44,0.46,2020-02-03,0624,1,VIIRS,n,2.0NRT,293.6,4.2,N
9.0301,-79.48681,304.4,0.39,0.44,2020-02-03,0624,1,VIIRS,n,2.0NRT,292.9,0.5,N
8.24087,-81.01027,353,0.59,0.53,2020-02-03,1912,1,VIIRS,n,2.0NRT,294.7,13,D
8.34418,-80.25848,367,0.33,0.55,2020-02-03,1912,1,VIIRS,h,2.0NRT,294.6,5.3,D
8.34377,-80.26151,330.9,0.33,0.55,2020-02-03,1912,1,VIIRS,n,2.0NRT,293.1,5.3,D
8.23964,-81.01225,340,0.59,0.53,2020-02-03,1912,1,VIIRS,n,2.0NRT,294.7,9.3,D
8.47636,-79.9579,347.6,0.35,0.57,2020-02-03,1912,1,VIIRS,n,2.0NRT,294.8,5.7,D
8.50462,-79.9455,335.2,0.35,0.57,2020-02-03,1912,1,VIIRS,n,2.0NRT,294.1,3.2,D
8.50489,-79.94753,344.1,0.35,0.57,2020-02-03,1912,1,VIIRS,n,2.0NRT,295,2.8,D
8.48313,-82.52641,329.5,0.47,0.48,2020-02-03,1912,1,VIIRS,n,2.0NRT,298,2.3,D
7.89206,-81.42419,344.3,0.43,0.38,2020-02-04,1854,1,VIIRS,n,2.0NRT,298.3,33.9,D
7.9785,-81.47614,331.9,0.43,0.38,2020-02-04,1854,1,VIIRS,n,2.0NRT,297,1.8,D
8.58426,-78.46563,341.9,0.42,0.45,2020-02-04,1854,1,VIIRS,n,2.0NRT,299.6,4.3,D
8.7405,-82.82872,329.1,0.4,0.37,2020-02-04,1854,1,VIIRS,n,2.0NRT,295.2,2.8,D
9.17706,-79.09712,333.6,0.39,0.44,2020-02-04,1854,1,VIIRS,n,2.0NRT,296.3,2.4,D
9.07873,-79.3048,344,0.57,0.43,2020-02-04,1854,1,VIIRS,n,2.0NRT,296.5,17,D
8.25988,-82.03424,351.2,0.41,0.37,2020-02-04,1854,1,VIIRS,n,2.0NRT,303.3,8.2,D
8.57113,-79.79545,341.2,0.53,0.42,2020-02-04,1854,1,VIIRS,n,2.0NRT,300.1,5.6,D
8.5723,-79.79729,338.4,0.53,0.42,2020-02-04,1854,1,VIIRS,n,2.0NRT,301,3,D
8.34093,-80.5608,336.9,0.48,0.4,2020-02-04,1854,1,VIIRS,n,2.0NRT,304.7,3.7,D
8.33727,-80.56026,334.6,0.48,0.4,2020-02-04,1854,1,VIIRS,l,2.0NRT,305.5,3.4,D
8.37619,-80.21548,336.7,0.5,0.41,2020-02-04,1854,1,VIIRS,n,2.0NRT,300.4,9.8,D
7.80904,-80.85725,344.2,0.46,0.39,2020-02-04,1854,1,VIIRS,n,2.0NRT,298.1,15.3,D
7.88858,-81.42368,346.3,0.43,0.38,2020-02-04,1854,1,VIIRS,n,2.0NRT,309.2,33.9,D
8.68239,-79.76861,340.2,0.39,0.36,2020-02-05,1836,1,VIIRS,n,2.0NRT,300.7,6.6,D
